"","sender_cells","receiver_cells","ligand","receptor","prob"
"599","GSM1272059_E16_1_C90_IL4148","GSM1272061_E16_1_C94_IL4148","Mdk","Sdc4",0.383046770795576
"600","GSM1272061_E16_1_C94_IL4148","GSM1272061_E16_1_C94_IL4148","Mdk","Sdc4",0.383046770795576
"601","GSM1271946_E14_1_C02_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"602","GSM1271947_E14_1_C05_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"603","GSM1271948_E14_1_C06_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"604","GSM1271949_E14_1_C09_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"605","GSM1271950_E14_1_C10_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"606","GSM1271951_E14_1_C14_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"607","GSM1271953_E14_1_C18_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"608","GSM1271954_E14_1_C22_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"609","GSM1271955_E14_1_C25_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"610","GSM1271957_E14_1_C39_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"611","GSM1271958_E14_1_C44_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"612","GSM1271959_E14_1_C46_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"613","GSM1271960_E14_1_C50_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"614","GSM1271962_E14_1_C54_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"615","GSM1271963_E14_1_C56_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"616","GSM1271964_E14_1_C57_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"617","GSM1271971_E14_1_C70_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"618","GSM1271972_E14_1_C73_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"619","GSM1271974_E14_1_C75_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"620","GSM1271975_E14_1_C76_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"621","GSM1271978_E14_1_C79_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"622","GSM1271984_E14_1_C87_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"623","GSM1271987_E14_1_C94_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"624","GSM1271988_E14_1_C95_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"625","GSM1271989_E14_1_C96_IL3938","GSM1272036_E16_1_C01_IL4148","Mdk","Sdc4",0.360872599986761
"626","GSM1271946_E14_1_C02_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"627","GSM1271947_E14_1_C05_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"628","GSM1271948_E14_1_C06_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"629","GSM1271949_E14_1_C09_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"630","GSM1271950_E14_1_C10_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"631","GSM1271951_E14_1_C14_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"632","GSM1271953_E14_1_C18_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"633","GSM1271954_E14_1_C22_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"634","GSM1271955_E14_1_C25_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"635","GSM1271957_E14_1_C39_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"636","GSM1271958_E14_1_C44_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"637","GSM1271959_E14_1_C46_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"638","GSM1271960_E14_1_C50_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"639","GSM1271962_E14_1_C54_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"640","GSM1271963_E14_1_C56_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"641","GSM1271964_E14_1_C57_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"642","GSM1271971_E14_1_C70_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"643","GSM1271972_E14_1_C73_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"644","GSM1271974_E14_1_C75_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"645","GSM1271975_E14_1_C76_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"646","GSM1271978_E14_1_C79_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"647","GSM1271984_E14_1_C87_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"648","GSM1271987_E14_1_C94_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"649","GSM1271988_E14_1_C95_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"650","GSM1271989_E14_1_C96_IL3938","GSM1272037_E16_1_C04_IL4148","Mdk","Sdc4",0.360872599986761
"651","GSM1271946_E14_1_C02_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"652","GSM1271947_E14_1_C05_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"653","GSM1271948_E14_1_C06_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"654","GSM1271949_E14_1_C09_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"655","GSM1271950_E14_1_C10_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"656","GSM1271951_E14_1_C14_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"657","GSM1271953_E14_1_C18_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"658","GSM1271954_E14_1_C22_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"659","GSM1271955_E14_1_C25_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"660","GSM1271957_E14_1_C39_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"661","GSM1271958_E14_1_C44_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"662","GSM1271959_E14_1_C46_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"663","GSM1271960_E14_1_C50_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"664","GSM1271962_E14_1_C54_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"665","GSM1271963_E14_1_C56_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"666","GSM1271964_E14_1_C57_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"667","GSM1271971_E14_1_C70_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"668","GSM1271972_E14_1_C73_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"669","GSM1271974_E14_1_C75_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"670","GSM1271975_E14_1_C76_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"671","GSM1271978_E14_1_C79_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"672","GSM1271984_E14_1_C87_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"673","GSM1271987_E14_1_C94_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"674","GSM1271988_E14_1_C95_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"675","GSM1271989_E14_1_C96_IL3938","GSM1272039_E16_1_C06_IL4148","Mdk","Sdc4",0.360872599986761
"676","GSM1271946_E14_1_C02_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"677","GSM1271947_E14_1_C05_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"678","GSM1271948_E14_1_C06_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"679","GSM1271949_E14_1_C09_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"680","GSM1271950_E14_1_C10_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"681","GSM1271951_E14_1_C14_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"682","GSM1271953_E14_1_C18_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"683","GSM1271954_E14_1_C22_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"684","GSM1271955_E14_1_C25_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"685","GSM1271957_E14_1_C39_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"686","GSM1271958_E14_1_C44_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"687","GSM1271959_E14_1_C46_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"688","GSM1271960_E14_1_C50_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"689","GSM1271962_E14_1_C54_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"690","GSM1271963_E14_1_C56_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"691","GSM1271964_E14_1_C57_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"692","GSM1271971_E14_1_C70_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"693","GSM1271972_E14_1_C73_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"694","GSM1271974_E14_1_C75_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"695","GSM1271975_E14_1_C76_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"696","GSM1271978_E14_1_C79_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"697","GSM1271984_E14_1_C87_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"698","GSM1271987_E14_1_C94_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"699","GSM1271988_E14_1_C95_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"700","GSM1271989_E14_1_C96_IL3938","GSM1272040_E16_1_C14_IL4148","Mdk","Sdc4",0.360872599986761
"701","GSM1271946_E14_1_C02_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"702","GSM1271947_E14_1_C05_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"703","GSM1271948_E14_1_C06_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"704","GSM1271949_E14_1_C09_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"705","GSM1271950_E14_1_C10_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"706","GSM1271951_E14_1_C14_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"707","GSM1271953_E14_1_C18_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"708","GSM1271954_E14_1_C22_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"709","GSM1271955_E14_1_C25_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"710","GSM1271957_E14_1_C39_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"711","GSM1271958_E14_1_C44_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"712","GSM1271959_E14_1_C46_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"713","GSM1271960_E14_1_C50_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"714","GSM1271962_E14_1_C54_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"715","GSM1271963_E14_1_C56_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"716","GSM1271964_E14_1_C57_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"717","GSM1271971_E14_1_C70_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"718","GSM1271972_E14_1_C73_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"719","GSM1271974_E14_1_C75_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"720","GSM1271975_E14_1_C76_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"721","GSM1271978_E14_1_C79_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"722","GSM1271984_E14_1_C87_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"723","GSM1271987_E14_1_C94_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"724","GSM1271988_E14_1_C95_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"725","GSM1271989_E14_1_C96_IL3938","GSM1272042_E16_1_C24_IL4148","Mdk","Sdc4",0.360872599986761
"726","GSM1271946_E14_1_C02_IL3938","GSM1272044_E16_1_C40_IL4148","Mdk","Sdc4",0.360872599986761
"727","GSM1271947_E14_1_C05_IL3938","GSM1272044_E16_1_C40_IL4148","Mdk","Sdc4",0.360872599986761
